OTU ,Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species
1261,"d:Eukaryota(0.3116),p:Ciliophora(0.0225),c:Intramacronucleata(0.0097),o:Spirotrichea(0.0039),f:Hypotrichia(0.0005),g:Halteria(0.0008)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Halteria,
1262,"d:Eukaryota(1.0000),p:Ochrophyta(0.4257),c:Diatomea(0.3104),o:Bacillariophytina(0.0597),f:Bacillariophyceae(0.0302),g:Nitzschia(0.0091)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1263,"d:Eukaryota(1.0000),p:Dinoflagellata(0.7254),c:Dinophyceae(0.7802),o:Gymnodiniphycidae(0.7919),f:Unknown_Family_1003853(0.8455),g:Gyrodinium(0.8431)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
1264,"d:Eukaryota(1.0000),p:Ochrophyta(0.4086),c:Chrysophyceae(0.2125),o:Synurales(0.1115),f:Unknown_Family_1004204(0.0578),g:Mallomonas(0.0180)",Eukaryota,Ochrophyta,Chrysophyceae,Synurales,Unknown_Family_1004204,Mallomonas,
1265,"d:Eukaryota(0.4925),p:Cnidaria(0.0792),c:Anthozoa(0.0404),o:Alcyonacea(0.0089),f:Unknown_Family_1003263(0.0027),g:Unknown_Genus_1001562(0.0012)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
1266,"d:Eukaryota(0.6281),p:Basidiomycota(0.1192),c:Agaricomycetes(0.0637),o:Hymenochaetales(0.0123),f:Rickenellaceae(0.0044),g:Skvortzovia(0.0014)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Skvortzovia,
1267,"d:Eukaryota(1.0000),p:Protalveolata(0.2392),c:Syndiniales(0.1337),o:Unknown_Order_1003905(0.0252),f:Unknown_Family_1003906(0.0117),g:Amoebophrya(0.0032)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Unknown_Family_1003906,Amoebophrya,
1268,"d:Eukaryota(0.5603),p:Ochrophyta(0.1325),c:Diatomea(0.0715),o:Bacillariophytina(0.0100),f:Bacillariophyceae(0.0033),g:Fragilariopsis(0.0013)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Fragilariopsis,
1269,"d:Eukaryota(1.0000),p:Ochrophyta(0.4600),c:Chrysophyceae(0.2614),o:Synurales(0.1632),f:Unknown_Family_1004204(0.0854),g:Mallomonas(0.0269)",Eukaryota,Ochrophyta,Chrysophyceae,Synurales,Unknown_Family_1004204,Mallomonas,
1270,"d:Eukaryota(0.6959),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:B7(0.0134),f:Unknown_Family_1003846(0.0050),g:Unknown_Genus_1001763(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,B7,Unknown_Family_1003846,Unknown_Genus_1001763,
1271,"d:Eukaryota(1.0000),p:Cryptomonadales(0.3744),c:Unknown_Class_1003091(0.2614),o:Unknown_Order_1003092(0.1632),f:Unknown_Family_1003093(0.0854),g:Teleaulax(0.0121)",Eukaryota,Cryptomonadales,Unknown_Class_1003091,Unknown_Order_1003092,Unknown_Family_1003093,Teleaulax,
1272,"d:Eukaryota(1.0000),p:Ochrophyta(0.8792),c:Diatomea(0.8152),o:Bacillariophytina(0.3352),f:Bacillariophyceae(0.1977),g:Nitzschia(0.0669)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1273,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2717),c:Dinophyceae(0.1635),o:Gymnodiniphycidae(0.0597),f:Unknown_Family_1003853(0.0302),g:Gyrodinium(0.0091)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
1274,"d:Eukaryota(1.0000),p:Ochrophyta(0.3060),c:Diatomea(0.1961),o:Bacillariophytina(0.0597),f:Bacillariophyceae(0.0302),g:Psammodictyon(0.0032)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Psammodictyon,
1275,"d:Eukaryota(1.0000),p:Ciliophora(0.3402),c:Intramacronucleata(0.2288),o:Spirotrichea(0.0769),f:Hypotrichia(0.0209),g:Monocoronella(0.0062)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Monocoronella,
1276,"d:Eukaryota(0.5603),p:Ciliophora(0.0925),c:Intramacronucleata(0.0482),o:Spirotrichea(0.0100),f:Euplotia(0.0033),g:Diophrys(0.0013)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
1277,"d:Eukaryota(0.6507),p:Cnidaria(0.1325),c:Anthozoa(0.0715),o:Alcyonacea(0.0134),f:Unknown_Family_1003263(0.0050),g:Unknown_Genus_1001562(0.0015)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
1278,"d:Eukaryota(1.0000),p:Florideophycidae(0.7900),c:Rhodymeniophycidae(0.3431),o:Unknown_Order_1003051(0.2495),f:Unknown_Family_1003052(0.1315),g:Betaphycus(0.0210)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Betaphycus,
1279,"d:Eukaryota(1.0000),p:Florideophycidae(0.5455),c:Rhodymeniophycidae(0.2941),o:Unknown_Order_1003051(0.1977),f:Unknown_Family_1003052(0.1038),g:Betaphycus(0.0121)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Betaphycus,
1280,"d:Eukaryota(0.5377),p:Cnidaria(0.0925),c:Scyphozoa(0.0482),o:Rhizostomeae(0.0100),f:Unknown_Family_1003283(0.0033),g:Unknown_Genus_1001580(0.0013)",Eukaryota,Cnidaria,Scyphozoa,Rhizostomeae,Unknown_Family_1003283,Unknown_Genus_1001580,
1281,"d:Eukaryota(0.8090),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0167),f:Unknown_Family_1003834(0.0067),g:Unknown_Genus_1001751(0.0017)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Unknown_Family_1003834,Unknown_Genus_1001751,
1282,"d:Eukaryota(0.1534),p:Cnidaria(0.0103),c:Hydrozoa(0.0045),o:Siphonophorae(0.0018),f:Unknown_Family_1003272(0.0002),g:Unknown_Genus_1001570(0.0004)",Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Unknown_Family_1003272,Unknown_Genus_1001570,
1283,"d:Eukaryota(0.8768),p:Ciliophora(0.2258),c:Intramacronucleata(0.1259),o:Spirotrichea(0.0201),f:Hypotrichia(0.0078),g:Anteholosticha(0.0017)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Anteholosticha,
1284,"d:Eukaryota(0.8090),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0167),f:Unknown_Family_1003834(0.0067),g:Unknown_Genus_1001751(0.0017)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Unknown_Family_1003834,Unknown_Genus_1001751,
1285,"d:Eukaryota(0.4925),p:Cnidaria(0.0925),c:Anthozoa(0.0482),o:Alcyonacea(0.0089),f:Unknown_Family_1003263(0.0027),g:Unknown_Genus_1001562(0.0012)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
1286,"d:Eukaryota(0.7411),p:Cnidaria(0.1592),c:Anthozoa(0.0793),o:Alcyonacea(0.0145),f:Unknown_Family_1003263(0.0056),g:Unknown_Genus_1001562(0.0015)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
1287,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.3060),c:Chlorophyceae(0.1961),o:Unknown_Order_1002976(0.0769),f:Unknown_Family_1002977(0.0394),g:Unknown_Genus_1001093(0.0121)",Eukaryota,Unknown_Phylum_1002968,Chlorophyceae,Unknown_Order_1002976,Unknown_Family_1002977,Unknown_Genus_1001093,
1288,"d:Eukaryota(1.0000),p:Ciliophora(0.2717),c:Intramacronucleata(0.1635),o:Spirotrichea(0.0212),f:Hypotrichia(0.0090),g:Unknown_Genus_1001753(0.0019)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Unknown_Genus_1001753,
1289,"d:Eukaryota(1.0000),p:Basidiomycota(0.2717),c:Agaricomycetes(0.1635),o:Hymenochaetales(0.0597),f:Rickenellaceae(0.0302),g:Resinicium(0.0062)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Resinicium,
1290,"d:Eukaryota(0.9220),p:Dinoflagellata(0.1992),c:Dinophyceae(0.1104),o:Gymnodiniphycidae(0.0189),f:Gymnodinium_clade(0.0078),g:Gymnodinium(0.0018)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Gymnodinium,
1291,"d:Eukaryota(1.0000),p:Cnidaria(0.2717),c:Anthozoa(0.1337),o:Actiniaria(0.0252),f:Unknown_Family_1003256(0.0117),g:Unknown_Genus_1001555(0.0032)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
1292,"d:Eukaryota(0.6733),p:Apicomplexa(0.1592),c:Conoidasida(0.0870),o:Coccidia(0.0156),f:Eimeriorina(0.0061),g:Besnoitia(0.0014)",Eukaryota,Apicomplexa,Conoidasida,Coccidia,Eimeriorina,Besnoitia,
1293,"d:Eukaryota(1.0000),p:Ochrophyta(0.4428),c:Diatomea(0.3267),o:Bacillariophytina(0.0769),f:Bacillariophyceae(0.0394),g:Nitzschia(0.0121)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1294,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.7879),c:Trebouxiophyceae(0.5217),o:Unknown_Order_1003009(0.3242),f:Unknown_Family_1003010(0.1882),g:Unknown_Genus_1001104(0.0669)",Eukaryota,Unknown_Phylum_1002968,Trebouxiophyceae,Unknown_Order_1003009,Unknown_Family_1003010,Unknown_Genus_1001104,
1295,"d:Eukaryota(0.9220),p:Basidiomycota(0.2258),c:Agaricomycetes(0.1259),o:Cantharellales(0.0201),f:Botryobasidiaceae(0.0084),g:Botryobasidium(0.0018)",Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,
1296,"d:Eukaryota(0.6507),p:Basidiomycota(0.1192),c:Agaricomycetes(0.0637),o:Hymenochaetales(0.0123),f:Rickenellaceae(0.0044),g:Skvortzovia(0.0014)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Skvortzovia,
1297,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3402),c:Dinophyceae(0.2288),o:Peridiniphycidae(0.1287),f:Thoracosphaeraceae(0.0670),g:uncultured_9329(0.0210)",Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Thoracosphaeraceae,uncultured_9329,
1298,"d:Eukaryota(0.8090),p:Ochrophyta(0.2546),c:Diatomea(0.1472),o:Bacillariophytina(0.0178),f:Bacillariophyceae(0.0073),g:Nitzschia(0.0017)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1299,"d:Eukaryota(0.8090),p:Apicomplexa(0.1725),c:Aconoidasida(0.0870),o:Piroplasmorida(0.0156),f:Unknown_Family_1003818(0.0061),g:Theileria(0.0016)",Eukaryota,Apicomplexa,Aconoidasida,Piroplasmorida,Unknown_Family_1003818,Theileria,
1300,"d:Eukaryota(1.0000),p:Ochrophyta(0.7719),c:Diatomea(0.7942),o:Bacillariophytina(0.2912),f:Bacillariophyceae(0.1599),g:Nitzschia(0.0547)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1301,"d:Eukaryota(1.0000),p:Cnidaria(0.3060),c:Anthozoa(0.1961),o:Actiniaria(0.0942),f:Unknown_Family_1003256(0.0486),g:Unknown_Genus_1001555(0.0150)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
1302,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2717),c:Dinophyceae(0.1635),o:Gymnodiniphycidae(0.0597),f:Unknown_Family_1003853(0.0302),g:Gyrodinium(0.0091)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
1303,"d:Eukaryota(1.0000),p:Cryptomonadales(0.3231),c:Unknown_Class_1003091(0.2125),o:Unknown_Order_1003092(0.1115),f:Unknown_Family_1003093(0.0578),g:Teleaulax(0.0091)",Eukaryota,Cryptomonadales,Unknown_Class_1003091,Unknown_Order_1003092,Unknown_Family_1003093,Teleaulax,
1304,"d:Eukaryota(0.8316),p:Ochrophyta(0.1992),c:Diatomea(0.1104),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1305,"d:Eukaryota(1.0000),p:Ochrophyta(0.5652),c:Diatomea(0.4014),o:Coscinodiscophytina(0.1460),f:Fragilariales(0.0762),g:Licmophora(0.0239)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
1306,"d:Eukaryota(0.9672),p:Ochrophyta(0.2258),c:Diatomea(0.1259),o:Bacillariophytina(0.0212),f:Bacillariophyceae(0.0090),g:Nitzschia(0.0019)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1307,"d:Eukaryota(0.7864),p:Ciliophora(0.2125),c:Intramacronucleata(0.1181),o:Spirotrichea(0.0178),f:Hypotrichia(0.0067),g:Stylonychia(0.0016)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Stylonychia,
1308,"d:Eukaryota(0.9898),p:Ochrophyta(0.2258),c:Diatomea(0.1259),o:Bacillariophytina(0.0212),f:Bacillariophyceae(0.0090),g:Nitzschia(0.0019)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1309,"d:Eukaryota(1.0000),p:Ciliophora(0.7874),c:Intramacronucleata(0.8082),o:Spirotrichea(0.8203),f:Euplotia(0.2691),g:Diophrys(0.2265)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
1310,"d:Eukaryota(0.7864),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Gymnodiniphycidae(0.0156),f:Incertae_Sedis_9247(0.0061),g:Cochlodinium(0.0016)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Incertae_Sedis_9247,Cochlodinium,
1311,"d:Eukaryota(0.9446),p:Basidiomycota(0.2125),c:Agaricomycetes(0.1181),o:Hymenochaetales(0.0201),f:Tubulicrinaceae(0.0084),g:Hyphodontia(0.0019)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Tubulicrinaceae,Hyphodontia,
1312,"d:Eukaryota(0.8316),p:Dinoflagellata(0.1858),c:Dinophyceae(0.1026),o:Gymnodiniphycidae(0.0178),f:Unknown_Family_1003853(0.0067),g:Gyrodinium(0.0017)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
1313,"d:Eukaryota(0.1760),p:Dinoflagellata(0.0103),c:Dinophyceae(0.0045),o:SL163A10(0.0018),f:Unknown_Family_1003863(0.0002),g:Unknown_Genus_1001783(0.0004)",Eukaryota,Dinoflagellata,Dinophyceae,SL163A10,Unknown_Family_1003863,Unknown_Genus_1001783,
1314,"d:Eukaryota(0.9446),p:Arthropoda(0.2392),c:Arachnida(0.1181),o:Amblypygi(0.0201),f:Unknown_Family_1003335(0.0084),g:Unknown_Genus_1001215(0.0019)",Eukaryota,Arthropoda,Arachnida,Amblypygi,Unknown_Family_1003335,Unknown_Genus_1001215,
1315,"d:Eukaryota(0.9672),p:Discosea(0.2125),c:Longamoebia(0.1181),o:Centramoebida(0.0201),f:Unknown_Family_1002759(0.0084),g:Acanthamoeba(0.0019)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
1316,"d:Eukaryota(0.7638),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Euplotia(0.0061),g:Diophrys(0.0016)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
1317,"d:Eukaryota(0.7411),p:Basidiomycota(0.1458),c:Agaricomycetes(0.0793),o:Hymenochaetales(0.0145),f:Rickenellaceae(0.0056),g:Resinicium(0.0015)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Resinicium,
1318,"d:Eukaryota(0.9898),p:Ochrophyta(0.2125),c:Diatomea(0.1181),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0084),g:Nitzschia(0.0019)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1319,"d:Eukaryota(0.6959),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Hypotrichia(0.0050),g:uncultured_9182(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,uncultured_9182,
1320,"d:Eukaryota(0.7864),p:Basidiomycota(0.1858),c:Agaricomycetes(0.1026),o:Trechisporales(0.0156),f:Hydnodontaceae(0.0061),g:uncultured_8267(0.0016)",Eukaryota,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,uncultured_8267,
1321,"d:Eukaryota(0.7185),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Hypotrichia(0.0056),g:Unknown_Genus_1001753(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Unknown_Genus_1001753,
1322,"d:Eukaryota(0.8542),p:Ochrophyta(0.2125),c:Diatomea(0.1181),o:Bacillariophytina(0.0178),f:Bacillariophyceae(0.0073),g:Nitzschia(0.0017)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1323,"d:Eukaryota(0.9220),p:Ciliophora(0.2258),c:Intramacronucleata(0.1259),o:Spirotrichea(0.0212),f:Hypotrichia(0.0084),g:uncultured_9182(0.0018)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,uncultured_9182,
1324,"d:Eukaryota(0.7185),p:Apicomplexa(0.1458),c:Aconoidasida(0.0793),o:Piroplasmorida(0.0145),f:Unknown_Family_1003818(0.0056),g:Theileria(0.0015)",Eukaryota,Apicomplexa,Aconoidasida,Piroplasmorida,Unknown_Family_1003818,Theileria,
1325,"d:Eukaryota(0.7411),p:Basidiomycota(0.1592),c:Agaricomycetes(0.0870),o:Auriculariales(0.0145),f:Incertae_Sedis_13680(0.0056),g:Guepinia(0.0015)",Eukaryota,Basidiomycota,Agaricomycetes,Auriculariales,Incertae_Sedis_13680,Guepinia,
1326,"d:Eukaryota(1.0000),p:Ochrophyta(0.4942),c:Chrysophyceae(0.3104),o:Synurales(0.2150),f:Unknown_Family_1004204(0.1131),g:Mallomonas(0.0357)",Eukaryota,Ochrophyta,Chrysophyceae,Synurales,Unknown_Family_1004204,Mallomonas,
1327,"d:Eukaryota(0.7638),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Gymnodiniphycidae(0.0145),f:Suessiaceae(0.0056),g:Unknown_Genus_1001773(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Unknown_Genus_1001773,
1328,"d:Eukaryota(1.0000),p:Discosea(0.2717),c:Longamoebia(0.1635),o:Centramoebida(0.0597),f:Unknown_Family_1002759(0.0302),g:Acanthamoeba(0.0091)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
1329,"d:Eukaryota(0.8768),p:Ciliophora(0.1992),c:Intramacronucleata(0.1104),o:Spirotrichea(0.0189),f:Hypotrichia(0.0073),g:uncultured_9182(0.0017)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,uncultured_9182,
1330,"d:Eukaryota(0.6507),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Conthreep(0.0134),f:Oligohymenophorea(0.0050),g:Tetrahymena(0.0014)",Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Tetrahymena,
1331,"d:Eukaryota(0.9672),p:Cnidaria(0.2125),c:Anthozoa(0.1181),o:Actiniaria(0.0201),f:Unknown_Family_1003256(0.0084),g:Unknown_Genus_1001555(0.0019)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
1332,"d:Eukaryota(1.0000),p:Florideophycidae(0.8338),c:Rhodymeniophycidae(0.5217),o:Unknown_Order_1003051(0.3866),f:Unknown_Family_1003052(0.3270),g:Unknown_Genus_1001112(0.0507)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Unknown_Genus_1001112,
1333,"d:Eukaryota(0.6055),p:Ochrophyta(0.1192),c:Diatomea(0.0637),o:Bacillariophytina(0.0123),f:Bacillariophyceae(0.0044),g:Nitzschia(0.0013)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1334,"d:Eukaryota(0.8090),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0948),o:Gymnodiniphycidae(0.0156),f:Incertae_Sedis_9247(0.0061),g:Cochlodinium(0.0016)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Incertae_Sedis_9247,Cochlodinium,
1335,"d:Eukaryota(1.0000),p:Cnidaria(0.6278),c:Anthozoa(0.3594),o:Actiniaria(0.2668),f:Unknown_Family_1003256(0.1410),g:Unknown_Genus_1001555(0.0466)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
1336,"d:Eukaryota(1.0000),p:Cnidaria(0.3060),c:Anthozoa(0.1635),o:Actiniaria(0.0597),f:Unknown_Family_1003256(0.0302),g:Unknown_Genus_1001555(0.0091)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
1337,"d:Eukaryota(0.6733),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Unknown_Family_1003834(0.0050),g:Unknown_Genus_1001751(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Unknown_Family_1003834,Unknown_Genus_1001751,
1338,"d:Eukaryota(0.2664),p:Unknown_Phylum_1002968(0.0184),c:Trebouxiophyceae(0.0080),o:Trebouxiales(0.0032),f:Unknown_Family_1003016(0.0004),g:Heterochlorella(0.0007)",Eukaryota,Unknown_Phylum_1002968,Trebouxiophyceae,Trebouxiales,Unknown_Family_1003016,Heterochlorella,
1339,"d:Eukaryota(0.7185),p:Cnidaria(0.1592),c:Anthozoa(0.0870),o:Alcyonacea(0.0156),f:Unknown_Family_1003263(0.0061),g:Unknown_Genus_1001562(0.0016)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
1340,"d:Eukaryota(1.0000),p:Basidiomycota(0.2546),c:Agaricomycetes(0.1472),o:Hymenochaetales(0.0424),f:Rickenellaceae(0.0209),g:Resinicium(0.0062)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Resinicium,
1341,"d:Eukaryota(1.0000),p:Protalveolata(0.2392),c:Syndiniales(0.1337),o:Unknown_Order_1003905(0.0252),f:Unknown_Family_1003906(0.0117),g:Amoebophrya(0.0032)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Unknown_Family_1003906,Amoebophrya,
1342,"d:Eukaryota(0.2212),p:Discosea(0.0184),c:Longamoebia(0.0080),o:Centramoebida(0.0032),f:Unknown_Family_1002759(0.0004),g:Acanthamoeba(0.0007)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
1343,"d:Eukaryota(1.0000),p:Apicomplexa(0.2546),c:Conoidasida(0.1472),o:Coccidia(0.0424),f:Eimeriorina(0.0209),g:Cystoisospora(0.0019)",Eukaryota,Apicomplexa,Conoidasida,Coccidia,Eimeriorina,Cystoisospora,
1344,"d:Eukaryota(0.8768),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Coscinodiscophytina(0.0178),f:Fragilariales(0.0073),g:Licmophora(0.0017)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
1345,"d:Eukaryota(1.0000),p:Discosea(0.2717),c:Longamoebia(0.1635),o:Centramoebida(0.0597),f:Unknown_Family_1002759(0.0302),g:Acanthamoeba(0.0091)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
1346,"d:Eukaryota(1.0000),p:Ochrophyta(0.9660),c:Diatomea(0.8855),o:Coscinodiscophytina(0.3866),f:Fragilariales(0.3270),g:Thalassionema(0.2265)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Thalassionema,
1347,"d:Eukaryota(0.8090),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Gymnodiniphycidae(0.0156),f:Suessiaceae(0.0061),g:Biecheleria(0.0016)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Biecheleria,
1348,"d:Eukaryota(1.0000),p:Ochrophyta(0.2258),c:Diatomea(0.1259),o:Bacillariophytina(0.0212),f:Bacillariophyceae(0.0090),g:Nitzschia(0.0019)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
1349,"d:Eukaryota(0.6507),p:Ascomycota(0.1192),c:Sordariomycetes(0.0637),o:Lulworthiales(0.0123),f:Lulworthiaceae(0.0044),g:Lulworthia(0.0014)",Eukaryota,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulworthia,
1350,"d:Eukaryota(0.6959),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Euplotia(0.0050),g:Discocephalus(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Discocephalus,
1351,"d:Eukaryota(0.7411),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Gymnodinium_clade(0.0056),g:Erythropsidinium(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Erythropsidinium,
1352,"d:Eukaryota(0.7185),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:Gymnodiniphycidae(0.0134),f:Gymnodinium_clade(0.0050),g:Erythropsidinium(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Erythropsidinium,
1353,"d:Eukaryota(0.7864),p:Arthropoda(0.1725),c:Arachnida(0.0870),o:Opiliones(0.0156),f:Unknown_Family_1003337(0.0061),g:Unknown_Genus_1001217(0.0016)",Eukaryota,Arthropoda,Arachnida,Opiliones,Unknown_Family_1003337,Unknown_Genus_1001217,
