"","OTU","s_A2","s_A3","s_A4","s_B1","s_B2","s_B4","s_C1","s_C2","s_C3","w_A1","w_A2","w_A3","w_A4","w_B1","w_B2","w_B3","w_B4","w_C1","w_C2","w_C3","w_C4","Taxa","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"269",299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Arthropoda(0.1992),c:Chilopoda(0.1026),o:Unknown_Order_1003440(0.0178),f:Unknown_Family_1003441(0.0073),g:Unknown_Genus_1001307(0.0017)","Eukaryota","Arthropoda","Chilopoda","Unknown_Order_1003440","Unknown_Family_1003441","Unknown_Genus_1001307",NA
"270",300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Cryptomonadales(0.1992),c:Unknown_Class_1003091(0.1104),o:Unknown_Order_1003092(0.0189),f:Unknown_Family_1003093(0.0078),g:Teleaulax(0.0018)","Eukaryota","Cryptomonadales","Unknown_Class_1003091","Unknown_Order_1003092","Unknown_Family_1003093","Teleaulax",NA
"271",301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6507),p:Dinoflagellata(0.1192),c:Dinophyceae(0.0637),o:Gymnodiniphycidae(0.0123),f:Gymnodinium_clade(0.0044),g:M3_18G06(0.0014)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","M3_18G06",NA
"272",302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"d:Eukaryota(1.0000),p:Annelida(0.7857),c:Polychaeta(0.8424),o:Eunicida(0.8664),f:Unknown_Family_1003317(0.9187),g:Unknown_Genus_1001194(0.8839)","Eukaryota","Annelida","Polychaeta","Eunicida","Unknown_Family_1003317","Unknown_Genus_1001194",NA
"273",303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6055),p:Ciliophora(0.1192),c:Intramacronucleata(0.0637),o:Conthreep(0.0112),f:Oligohymenophorea(0.0039),g:Unknown_Genus_1001739(0.0013)","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Unknown_Genus_1001739",NA
"274",304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2717),c:Dinophyceae(0.1635),o:Gymnodiniphycidae(0.0597),f:Unknown_Family_1003853(0.0302),g:Amphidinium(0.0091)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","Amphidinium",NA
"275",305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9672),p:Dinoflagellata(0.2125),c:Dinophyceae(0.1181),o:Gymnodiniphycidae(0.0201),f:Unknown_Family_1003853(0.0084),g:Gyrodinium(0.0019)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","Gyrodinium",NA
"276",306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Unknown_Family_1003834(0.0061),g:Unknown_Genus_1001751(0.0016)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Unknown_Family_1003834","Unknown_Genus_1001751",NA
"277",307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.5603),p:Apicomplexa(0.1058),c:Conoidasida(0.0559),o:Coccidia(0.0112),f:Eimeriorina(0.0039),g:Besnoitia(0.0013)","Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Besnoitia",NA
"278",308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4942),c:Dinophyceae(0.3757),o:Peridiniphycidae(0.2803),f:Peridiniales(0.1504),g:Heterocapsa(0.0507)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Heterocapsa",NA
"279",309,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Basidiomycota(0.2258),c:Agaricomycetes(0.1259),o:Hymenochaetales(0.0212),f:Rickenellaceae(0.0090),g:Skvortzovia(0.0019)","Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Skvortzovia",NA
"280",310,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Hypotrichia(0.0061),g:Anteholosticha(0.0016)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Anteholosticha",NA
"281",311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9898),p:Ochrophyta(0.2392),c:Diatomea(0.1337),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0084),g:Nitzschia(0.0019)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"282",312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.6945),c:Diatomea(0.6858),o:Coscinodiscophytina(0.2668),f:Fragilariales(0.1410),g:Licmophora(0.0426)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"283",314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Florideophycidae(0.5653),c:Corallinophycidae(0.3757),o:Unknown_Order_1003045(0.2803),f:Unknown_Family_1003046(0.1504),g:Mesophyllum(0.0239)","Eukaryota","Florideophycidae","Corallinophycidae","Unknown_Order_1003045","Unknown_Family_1003046","Mesophyllum",NA
"284",315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Mollusca(0.7879),c:Gastropoda(0.8316),o:Heterobranchia(0.8577),f:Unknown_Family_1003514(0.9155),g:Unknown_Genus_1001411(0.8788)","Eukaryota","Mollusca","Gastropoda","Heterobranchia","Unknown_Family_1003514","Unknown_Genus_1001411",NA
"285",316,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Basidiomycota(0.2392),c:Agaricomycetes(0.1337),o:Cantharellales(0.0212),f:Hydnaceae(0.0090),g:Hydnum(0.0019)","Eukaryota","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum",NA
"286",317,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Discosea(0.2717),c:Longamoebia(0.1635),o:Centramoebida(0.0597),f:Unknown_Family_1002759(0.0302),g:Acanthamoeba(0.0091)","Eukaryota","Discosea","Longamoebia","Centramoebida","Unknown_Family_1002759","Acanthamoeba",NA
"287",318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.7254),c:Diatomea(0.7400),o:Coscinodiscophytina(0.2803),f:Fragilariales(0.1504),g:Thalassionema(0.0466)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Thalassionema",NA
"288",319,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4771),c:Dinophyceae(0.3594),o:Unknown_Order_1003842(0.2668),f:Unknown_Family_1003843(0.1410),g:Unknown_Genus_1001760(0.0466)","Eukaryota","Dinoflagellata","Dinophyceae","Unknown_Order_1003842","Unknown_Family_1003843","Unknown_Genus_1001760",NA
"289",320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0016)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"290",321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Dinoflagellata(0.1992),c:Dinophyceae(0.1104),o:Dinophysiales(0.0178),f:Unknown_Family_1003852(0.0073),g:Sinophysis(0.0017)","Eukaryota","Dinoflagellata","Dinophyceae","Dinophysiales","Unknown_Family_1003852","Sinophysis",NA
"291",322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(0.7792),c:Intramacronucleata(0.8747),o:Spirotrichea(0.8664),f:Oligotrichia(0.8629),g:Strombidium(0.7768)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidium",NA
"292",323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cnidaria(0.3402),c:Anthozoa(0.2288),o:Actiniaria(0.1287),f:Unknown_Family_1003256(0.0670),g:Unknown_Genus_1001555(0.0210)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"293",324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Basidiomycota(0.1458),c:Agaricomycetes(0.0793),o:Hymenochaetales(0.0134),f:Rickenellaceae(0.0050),g:Skvortzovia(0.0015)","Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Skvortzovia",NA
"294",325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7638),p:Ochrophyta(0.1858),c:Diatomea(0.0948),o:Bacillariophytina(0.0145),f:Bacillariophyceae(0.0056),g:Hantzschia(0.0015)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Hantzschia",NA
"295",326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Apicomplexa(0.1592),c:Conoidasida(0.0793),o:Coccidia(0.0145),f:Eimeriorina(0.0056),g:Goussia(0.0015)","Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Goussia",NA
"296",327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Ochrophyta(0.1458),c:Diatomea(0.0793),o:Coscinodiscophytina(0.0134),f:Fragilariales(0.0050),g:Licmophora(0.0015)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"297",328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Annelida(0.3573),c:Polychaeta(0.2451),o:Terebellida(0.1287),f:Unknown_Family_1003328(0.0670),g:Unknown_Genus_1001209(0.0210)","Eukaryota","Annelida","Polychaeta","Terebellida","Unknown_Family_1003328","Unknown_Genus_1001209",NA
"298",329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Ochrophyta(0.2125),c:Diatomea(0.1181),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0078),g:Nitzschia(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"299",330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"d:Eukaryota(1.0000),p:Florideophycidae(0.5653),c:Rhodymeniophycidae(0.3267),o:Unknown_Order_1003051(0.2323),f:Unknown_Family_1003052(0.1223),g:Betaphycus(0.0180)","Eukaryota","Florideophycidae","Rhodymeniophycidae","Unknown_Order_1003051","Unknown_Family_1003052","Betaphycus",NA
"300",331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8316),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0948),o:Peridiniphycidae(0.0167),f:Thoracosphaeraceae(0.0067),g:Scrippsiella(0.0017)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae","Scrippsiella",NA
"301",332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Cnidaria(0.1458),c:Anthozoa(0.0793),o:Alcyonacea(0.0145),f:Unknown_Family_1003263(0.0056),g:Unknown_Genus_1001562(0.0015)","Eukaryota","Cnidaria","Anthozoa","Alcyonacea","Unknown_Family_1003263","Unknown_Genus_1001562",NA
"302",333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8090),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0948),o:Gymnodiniphycidae(0.0167),f:Unknown_Family_1003853(0.0067),g:Gyrodinium(0.0017)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","Gyrodinium",NA
"303",334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3402),c:Dinophyceae(0.2288),o:Peridiniphycidae(0.1115),f:Thoracosphaeraceae(0.0578),g:uncultured_9329(0.0180)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae","uncultured_9329",NA
"304",335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Apicomplexa(0.1458),c:Conoidasida(0.0715),o:Coccidia(0.0134),f:Eimeriorina(0.0050),g:Goussia(0.0015)","Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Goussia",NA
"305",336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.2888),c:Diatomea(0.1337),o:Bacillariophytina(0.0252),f:Mediophyceae(0.0090),g:Chaetoceros(0.0019)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Mediophyceae","Chaetoceros",NA
"306",337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Annelida(0.3402),c:Polychaeta(0.2288),o:Terebellida(0.1115),f:Unknown_Family_1003328(0.0578),g:Unknown_Genus_1001209(0.0180)","Eukaryota","Annelida","Polychaeta","Terebellida","Unknown_Family_1003328","Unknown_Genus_1001209",NA
"307",338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(0.7874),c:Intramacronucleata(0.8082),o:Spirotrichea(0.8109),f:Choreotrichia(0.2432),g:uncultured_9117(0.0824)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","uncultured_9117",NA
"308",339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.5652),c:Diatomea(0.4014),o:Bacillariophytina(0.1805),f:Bacillariophyceae(0.0946),g:Fragilariopsis(0.0298)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Fragilariopsis",NA
"309",340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.5653),c:Ulvophyceae(0.3594),o:Unknown_Order_1003017(0.2668),f:Unknown_Family_1003018(0.1410),g:Unknown_Genus_1001105(0.0466)","Eukaryota","Unknown_Phylum_1002968","Ulvophyceae","Unknown_Order_1003017","Unknown_Family_1003018","Unknown_Genus_1001105",NA
"310",341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Gymnodiniphycidae(0.0145),f:Suessiaceae(0.0056),g:Biecheleria(0.0015)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Biecheleria",NA
"311",342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(0.2717),c:Intramacronucleata(0.1635),o:Spirotrichea(0.0424),f:Hypotrichia(0.0117),g:Pseudourostyla(0.0032)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Pseudourostyla",NA
"312",343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cnidaria(0.4428),c:Hydrozoa(0.2614),o:Leptothecata(0.1287),f:Unknown_Family_1003271(0.0670),g:Unknown_Genus_1001569(0.0210)","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Unknown_Family_1003271","Unknown_Genus_1001569",NA
"313",344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Florideophycidae(0.4257),c:Rhodymeniophycidae(0.1961),o:Unknown_Order_1003051(0.0942),f:Unknown_Family_1003052(0.0486),g:Betaphycus(0.0062)","Eukaryota","Florideophycidae","Rhodymeniophycidae","Unknown_Order_1003051","Unknown_Family_1003052","Betaphycus",NA
"314",345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.6278),c:Diatomea(0.5217),o:Bacillariophytina(0.2495),f:Bacillariophyceae(0.1315),g:Nitzschia(0.0357)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"315",346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Nitzschia(0.0016)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"316",347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Dinoflagellata(0.1858),c:Dinophyceae(0.1026),o:Gymnodiniphycidae(0.0178),f:Gymnodinium_clade(0.0073),g:Gymnodinium(0.0017)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Gymnodinium",NA
"317",348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9672),p:Ciliophora(0.2717),c:Intramacronucleata(0.1635),o:Spirotrichea(0.0212),f:Hypotrichia(0.0084),g:Unknown_Genus_1001753(0.0019)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Unknown_Genus_1001753",NA
"318",349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6733),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0056),g:Fragilariopsis(0.0015)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Fragilariopsis",NA
"319",350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Basidiomycota(0.1592),c:Agaricomycetes(0.0870),o:Cantharellales(0.0145),f:Hydnaceae(0.0050),g:Hydnum(0.0015)","Eukaryota","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum",NA
"320",351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6055),p:Ochrophyta(0.1058),c:Diatomea(0.0559),o:Bacillariophytina(0.0112),f:Bacillariophyceae(0.0039),g:Nitzschia(0.0013)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"321",352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"d:Eukaryota(0.7864),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Nitzschia(0.0016)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"322",353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7638),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Peridiniphycidae(0.0156),f:Thoracosphaeraceae(0.0061),g:Scrippsiella(0.0016)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae","Scrippsiella",NA
"323",354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4771),c:Chrysophyceae(0.2614),o:Synurales(0.1632),f:Unknown_Family_1004204(0.0854),g:Mallomonas(0.0269)","Eukaryota","Ochrophyta","Chrysophyceae","Synurales","Unknown_Family_1004204","Mallomonas",NA
"324",356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.5899),c:Diatomea(0.5217),o:Coscinodiscophytina(0.2668),f:Fragilariales(0.1410),g:Licmophora(0.0426)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"325",357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8542),p:Dinoflagellata(0.1992),c:Dinophyceae(0.1104),o:Gymnodiniphycidae(0.0178),f:Unknown_Family_1003853(0.0073),g:Gyrodinium(0.0017)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","Gyrodinium",NA
"326",358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.3060),c:Trebouxiophyceae(0.1961),o:Unknown_Order_1003009(0.0942),f:Unknown_Family_1003010(0.0486),g:Unknown_Genus_1001104(0.0150)","Eukaryota","Unknown_Phylum_1002968","Trebouxiophyceae","Unknown_Order_1003009","Unknown_Family_1003010","Unknown_Genus_1001104",NA
"327",359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9220),p:Ochrophyta(0.2125),c:Diatomea(0.1181),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0084),g:Fragilariopsis(0.0018)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Fragilariopsis",NA
"328",361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6507),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Euplotia(0.0044),g:Discocephalus(0.0014)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Discocephalus",NA
"329",362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8090),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0167),f:Unknown_Family_1003834(0.0067),g:Unknown_Genus_1001751(0.0017)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Unknown_Family_1003834","Unknown_Genus_1001751",NA
"330",363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Fragilariopsis(0.0015)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Fragilariopsis",NA
"331",364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3744),c:Dinophyceae(0.2614),o:Gymnodiniphycidae(0.1632),f:Unknown_Family_1003853(0.0854),g:SCM27C9(0.0269)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","SCM27C9",NA
"332",365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Basidiomycota(0.2546),c:Agaricomycetes(0.1472),o:Hymenochaetales(0.0212),f:Schizoporaceae(0.0090),g:Oxyporus(0.0019)","Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Oxyporus",NA
"333",366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Brachiopoda(0.2546),c:Unknown_Class_1003448(0.1472),o:Unknown_Order_1003449(0.0424),f:Unknown_Family_1003450(0.0209),g:Unknown_Genus_1001313(0.0062)","Eukaryota","Brachiopoda","Unknown_Class_1003448","Unknown_Order_1003449","Unknown_Family_1003450","Unknown_Genus_1001313",NA
"334",367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.5284),c:Diatomea(0.3920),o:Bacillariophytina(0.0942),f:Bacillariophyceae(0.0486),g:Nitzschia(0.0150)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"335",370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Nitzschia(0.0015)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"336",371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cryptomonadales(0.3231),c:Unknown_Class_1003091(0.2125),o:Unknown_Order_1003092(0.1115),f:Unknown_Family_1003093(0.0578),g:Teleaulax(0.0150)","Eukaryota","Cryptomonadales","Unknown_Class_1003091","Unknown_Order_1003092","Unknown_Family_1003093","Teleaulax",NA
"337",372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.6945),c:Diatomea(0.6316),o:Coscinodiscophytina(0.2495),f:Fragilariales(0.1315),g:Licmophora(0.0426)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"338",373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Nitzschia(0.0016)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
