"","OTU","SAMPLE_123257","SAMPLE_123258","SAMPLE_123259","SAMPLE_123260","SAMPLE_123261","SAMPLE_123262","SAMPLE_123263","SAMPLE_123264","SAMPLE_123265","SAMPLE_123266","SAMPLE_123267","SAMPLE_123268","SAMPLE_123269","SAMPLE_123270","SAMPLE_123271","SAMPLE_123272","SAMPLE_123273","SAMPLE_123274","SAMPLE_123276","SAMPLE_123277","SAMPLE_123278","SAMPLE_123279","SAMPLE_123280","Taxa","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"274",284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Gammaproteobacteria(0.7160),o:Chromatiales(0.6244),f:Granulosicoccaceae(0.4500),g:Granulosicoccus(0.2159)","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Granulosicoccaceae","Granulosicoccus",NA
"275",285,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9672),c:Sphingobacteriia(0.8339),o:Sphingobacteriales(0.7223),f:Saprospiraceae(0.6043),g:Rubidimonas(0.0825)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Rubidimonas",NA
"276",286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9406),c:Flavobacteriia(0.8810),o:Flavobacteriales(0.7783),f:Schleiferiaceae(0.4681),g:Schleiferia(0.3044)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Schleiferia",NA
"277",287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Chlorobi(0.9635),c:Ignavibacteria(0.9797),o:Ignavibacteriales(0.9796),f:IheB3_7(0.6504),g:Unknown_Genus_1000368(0.6585)","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","IheB3_7","Unknown_Genus_1000368",NA
"278",288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Verrucomicrobia(0.9764),c:Verrucomicrobiae(0.9627),o:Verrucomicrobiales(0.9733),f:DEV007(0.8804),g:Unknown_Genus_1001046(0.8898)","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","Unknown_Genus_1001046",NA
"279",290,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9913),c:Bacteroidia(0.9464),o:Bacteroidia_Incertae_Sedis_11192(0.9462),f:Draconibacteriaceae(0.9179),g:Draconibacterium(0.9601)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_Incertae_Sedis_11192","Draconibacteriaceae","Draconibacterium",NA
"280",291,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Spirochaetae(0.6924),c:Spirochaetes(0.5957),o:Spirochaetales(0.3877),f:Spirochaetaceae(0.2467),g:Spirochaeta_2(0.0104)","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta_2",NA
"281",292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Gracilibacteria(0.9913),c:Unknown_Class_1002391(0.9848),o:Unknown_Order_1002392(0.9950),f:Unknown_Family_1002393(0.9957),g:Unknown_Genus_1000568(0.9959)","Bacteria","Gracilibacteria","Unknown_Class_1002391","Unknown_Order_1002392","Unknown_Family_1002393","Unknown_Genus_1000568",NA
"282",293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9582),c:Deltaproteobacteria(0.9627),o:Syntrophobacterales(0.6549),f:Syntrophobacteraceae(0.5123),g:uncultured_3266(0.3930)","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","uncultured_3266",NA
"283",294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9718),c:Planctomycetacia(0.9573),o:Planctomycetales(0.9720),f:Planctomycetaceae(0.9387),g:uncultured_2371(0.3044)","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured_2371",NA
"284",295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6477),o:Sphingobacteriales(0.5786),f:Saprospiraceae(0.3775),g:uncultured_1272(0.0176)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"285",296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.8699),c:Sphingobacteriia(0.7867),o:Sphingobacteriales(0.6701),f:Saprospiraceae(0.4500),g:Lewinella(0.0247)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Lewinella",NA
"286",297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7815),c:Gammaproteobacteria(0.6254),o:Gammaproteobacteria_Incertae_Sedis_3535(0.4582),f:Unknown_Family_3536(0.2999),g:Sedimenticola(0.0283)","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis_3535","Unknown_Family_3536","Sedimenticola",NA
"287",298,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9895),c:Flavobacteriia(0.9845),o:Flavobacteriales(0.9940),f:Flavobacteriaceae(0.9949),g:Wenyingzhuangia(0.9736)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Wenyingzhuangia",NA
"288",299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9550),c:Alphaproteobacteria(0.9356),o:Rickettsiales(0.7783),f:SAR116_clade(0.7424),g:Unknown_Genus_1000731(0.8194)","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116_clade","Unknown_Genus_1000731",NA
"289",300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.8169),c:Sphingobacteriia(0.7396),o:Sphingobacteriales(0.6396),f:Saprospiraceae(0.4137),g:uncultured_1272(0.0247)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"290",301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(0.9782),o:Enterobacteriales(0.9462),f:Enterobacteriaceae(0.9179),g:Escherichia_Shigella(0.9132)","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia_Shigella",NA
"291",302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.6647),c:Cytophagia(0.1849),o:Cytophagales(0.1219),f:Flammeovirgaceae(0.0428),g:Unknown_Genus_1000296(0.0022)","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Unknown_Genus_1000296",NA
"292",303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9770),c:Cytophagia(0.9681),o:Cytophagales(0.9745),f:Flammeovirgaceae(0.9075),g:uncultured_1059(0.6585)","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","uncultured_1059",NA
"293",304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Actinobacteria(1.0000),c:Acidimicrobiia(1.0000),o:Acidimicrobiales(1.0000),f:OM1_clade(0.9829),g:Unknown_Genus_1000184(0.9780)","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OM1_clade","Unknown_Genus_1000184",NA
"294",305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.9230),c:Sphingobacteriia(0.8339),o:Sphingobacteriales(0.7223),f:Saprospiraceae(0.5583),g:uncultured_1272(0.1118)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"295",306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7342),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:Chitinophagaceae(0.3231),g:uncultured_1252(0.0533)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured_1252",NA
"296",307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9678),c:Sphingobacteriia(0.8103),o:Sphingobacteriales(0.6943),f:Saprospiraceae(0.5123),g:uncultured_1272(0.0679)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"297",310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.8699),c:Gammaproteobacteria(0.8810),o:Oceanospirillales(0.6549),f:Oceanospirillaceae(0.5123),g:Pseudospirillum(0.3930)","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudospirillum",NA
"298",313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(1.0000),o:Flavobacteriales(1.0000),f:Flavobacteriaceae(1.0000),g:Winogradskyella(0.9601)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA
"299",314,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Acidobacteria(0.7638),c:Holophagae(0.6477),o:Subgroup_23(0.5634),f:Unknown_Family_1002148(0.3775),g:Unknown_Genus_1000176(0.0972)","Bacteria","Acidobacteria","Holophagae","Subgroup_23","Unknown_Family_1002148","Unknown_Genus_1000176",NA
"300",315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Chlorobi(1.0000),c:Ignavibacteria(1.0000),o:Ignavibacteriales(1.0000),f:PHOS_HE36(0.9699),g:Unknown_Genus_1000370(0.9739)","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","PHOS_HE36","Unknown_Genus_1000370",NA
"301",316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9665),c:Sphingobacteriia(0.7631),o:Sphingobacteriales(0.6549),f:Saprospiraceae(0.4681),g:uncultured_1272(0.0283)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"302",317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.8876),c:Sphingobacteriia(0.7867),o:Sphingobacteriales(0.6701),f:Saprospiraceae(0.4681),g:uncultured_1272(0.0533)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"303",318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(1.0000),o:Flavobacteriales(1.0000),f:Flavobacteriaceae(1.0000),g:NS5_marine_group(0.9749)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group",NA
"304",319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"d:Bacteria(1.0000),p:Actinobacteria(0.9624),c:Acidimicrobiia(0.9410),o:Acidimicrobiales(0.9182),f:Sva0996_marine_group(0.6043),g:Unknown_Genus_1000185(0.5700)","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996_marine_group","Unknown_Genus_1000185",NA
"305",320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.6647),c:Flavobacteriia(0.2800),o:Flavobacteriales(0.1747),f:NS9_marine_group(0.0428),g:Unknown_Genus_1000316(0.0022)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9_marine_group","Unknown_Genus_1000316",NA
"306",321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Actinobacteria(0.9738),c:Acidimicrobiia(0.9785),o:Acidimicrobiales(0.9841),f:OM1_clade(0.9824),g:Unknown_Genus_1000184(0.9797)","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OM1_clade","Unknown_Genus_1000184",NA
"307",322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9624),c:SPOTSOCT00m83(0.9046),o:Unknown_Order_1002646(0.8063),f:Unknown_Family_1002647(0.7884),g:Unknown_Genus_1000996(0.8429)","Bacteria","Proteobacteria","SPOTSOCT00m83","Unknown_Order_1002646","Unknown_Family_1002647","Unknown_Genus_1000996",NA
"308",323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Gammaproteobacteria(0.9356),o:Chromatiales(0.8343),f:Granulosicoccaceae(0.8344),g:Granulosicoccus(0.8663)","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Granulosicoccaceae","Granulosicoccus",NA
"309",324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9711),c:Planctomycetacia(0.9785),o:Planctomycetales(0.9841),f:Planctomycetaceae(0.9822),g:Blastopirellula(0.0533)","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Blastopirellula",NA
"310",325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7233),c:Sphingobacteriia(0.5474),o:Sphingobacteriales(0.3172),f:Chitinophagaceae(0.1934),g:uncultured_1252(0.0176)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured_1252",NA
"311",326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.8699),c:Sphingobacteriia(0.7396),o:Sphingobacteriales(0.6396),f:Saprospiraceae(0.4681),g:Unknown_Genus_1000341(0.0533)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Unknown_Genus_1000341",NA
"312",327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Gammaproteobacteria(0.9248),o:KI89A_clade(0.7503),f:Unknown_Family_1002615(0.6964),g:Unknown_Genus_1000914(0.7470)","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","Unknown_Family_1002615","Unknown_Genus_1000914",NA
"313",328,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Deltaproteobacteria(0.6924),o:Myxococcales(0.5939),f:P3OB_42(0.4137),g:Unknown_Genus_1000845(0.1264)","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB_42","Unknown_Genus_1000845",NA
"314",329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7125),c:Gammaproteobacteria(0.5474),o:Oceanospirillales(0.2011),f:Alcanivoracaceae(0.1002),g:Alcanivorax(0.0061)","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax",NA
"315",330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"d:Bacteria(1.0000),p:Chloroflexi(0.7992),c:Anaerolineae(0.6477),o:Anaerolineales(0.5786),f:Anaerolineaceae(0.3956),g:uncultured_1395(0.0212)","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured_1395",NA
"316",331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.8699),c:Sphingobacteriia(0.7396),o:Sphingobacteriales(0.6396),f:Saprospiraceae(0.4319),g:Unknown_Genus_1000341(0.0386)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Unknown_Genus_1000341",NA
"317",332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Gammaproteobacteria(0.6477),o:HOC36(0.5288),f:Unknown_Family_1002613(0.3412),g:Unknown_Genus_1000912(0.0679)","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","Unknown_Family_1002613","Unknown_Genus_1000912",NA
"318",333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9770),c:Gammaproteobacteria(0.9815),o:Alteromonadales(0.9758),f:Alteromonadaceae(0.9699),g:Alteromonas(0.1264)","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas",NA
"319",334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7992),c:Sphingobacteriia(0.6924),o:Sphingobacteriales(0.6091),f:Saprospiraceae(0.3956),g:Lewinella(0.0176)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Lewinella",NA
"320",335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9603),c:Gammaproteobacteria(0.9356),o:Cellvibrionales(0.8343),f:Cellvibrionaceae(0.8344),g:Simiduia(0.4815)","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Simiduia",NA
"321",336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9406),c:Gammaproteobacteria(0.7631),o:Xanthomonadales(0.6549),f:JTB255_marine_benthic_group(0.3956),g:Unknown_Genus_1000984(0.1118)","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","JTB255_marine_benthic_group","Unknown_Genus_1000984",NA
"322",337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9724),c:Gammaproteobacteria(0.9786),o:Arenicellales(0.9733),f:Arenicellaceae(0.9491),g:Unknown_Genus_1000889(0.9734)","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Unknown_Genus_1000889",NA
"323",338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Sphingobacteriia(0.4939),o:Sphingobacteriales(0.2819),f:Chitinophagaceae(0.1668),g:uncultured_1252(0.0140)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured_1252",NA
"324",339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9711),c:Flavobacteriia(0.9785),o:Flavobacteriales(0.9841),f:Flavobacteriaceae(0.9831),g:Maribacter(0.9132)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter",NA
"325",340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.8805),p:Cyanobacteria(0.1882),c:Chloroplast(0.0568),o:Unknown_Order_1002334(0.0212),f:Unknown_Family_1002335(0.0078),g:Unknown_Genus_1000441(0.0004)","Bacteria","Cyanobacteria","Chloroplast","Unknown_Order_1002334","Unknown_Family_1002335","Unknown_Genus_1000441",NA
"326",341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Gammaproteobacteria(0.9681),o:KI89A_clade(0.9707),f:Unknown_Family_1002615(0.9283),g:Unknown_Genus_1000914(0.9729)","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","Unknown_Family_1002615","Unknown_Genus_1000914",NA
"327",342,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9877),c:Deltaproteobacteria(0.9790),o:Desulfobacterales(0.9796),f:Desulfobulbaceae(0.9845),g:Desulfobulbus(0.9729)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus",NA
"328",343,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"d:Bacteria(1.0000),p:Chloroflexi(0.8346),c:Ardenticatenia(0.6688),o:uncultured_1400(0.5939),f:Unknown_Family_1002246(0.4137),g:Unknown_Genus_1000376(0.1264)","Bacteria","Chloroflexi","Ardenticatenia","uncultured_1400","Unknown_Family_1002246","Unknown_Genus_1000376",NA
"329",344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9678),c:Sphingobacteriia(0.9793),o:Sphingobacteriales(0.9809),f:Chitinophagaceae(0.9699),g:uncultured_1252(0.9739)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured_1252",NA
"330",345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Gammaproteobacteria(0.7867),o:Xanthomonadales(0.6701),f:JTB255_marine_benthic_group(0.5583),g:Unknown_Genus_1000984(0.4815)","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","JTB255_marine_benthic_group","Unknown_Genus_1000984",NA
"331",346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9678),c:Sphingobacteriia(0.8103),o:Sphingobacteriales(0.6943),f:Saprospiraceae(0.5123),g:uncultured_1272(0.0533)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"332",347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.8522),c:Alphaproteobacteria(0.8575),o:DB1_14(0.6943),f:Unknown_Family_1002533(0.6043),g:Unknown_Genus_1000663(0.5700)","Bacteria","Proteobacteria","Alphaproteobacteria","DB1_14","Unknown_Family_1002533","Unknown_Genus_1000663",NA
"333",348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.9582),c:Flavobacteriia(0.9627),o:Flavobacteriales(0.9733),f:Flavobacteriaceae(0.9075),g:Maritimimonas(0.5700)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maritimimonas",NA
"334",349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.8169),c:Gammaproteobacteria(0.6329),o:Chromatiales(0.4582),f:Ectothiorhodospiraceae(0.2999),g:Thiogranum(0.0386)","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thiogranum",NA
"335",350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Xanthomonadales(1.0000),f:Xanthomonadaceae(1.0000),g:Stenotrophomonas(0.9367)","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"336",351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9624),c:Gammaproteobacteria(0.9801),o:Oceanospirillales(0.9720),f:Oceanospirillaceae(0.9387),g:Marinobacterium(0.9601)","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium",NA
"337",352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Archaea(1.0000),p:Woesearchaeota__DHVEG_6_(0.7462),c:Unknown_Class_1002110(0.7160),o:Unknown_Order_1002111(0.6244),f:Unknown_Family_1002112(0.4500),g:Unknown_Genus_1000128(0.2159)","Archaea","Woesearchaeota__DHVEG_6_","Unknown_Class_1002110","Unknown_Order_1002111","Unknown_Family_1002112","Unknown_Genus_1000128",NA
"338",353,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9582),c:Flavobacteriia(0.9046),o:Flavobacteriales(0.8063),f:Schleiferiaceae(0.6504),g:Schleiferia(0.6585)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Schleiferia",NA
"339",354,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9560),c:Flavobacteriia(0.9519),o:Flavobacteriales(0.9707),f:Flavobacteriaceae(0.9283),g:Aquimarina(0.2159)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aquimarina",NA
